product_id,category,coverage,fill,contrast,garment_pixels,name,note
MS4970624,bottom,0.9229,0.6056,233.8,725790,멀티스터드 숏팬츠 블랙,
MS7081470,bottom,0.9265,0.8058,219.3,728616,(여성) Boots Cut Pants G5PAW26002BKX,
MS6148718,bottom,0.9308,0.7692,220.0,732011,[린넨라이크]Linen Like Barrel Jeans DCWPT029CPINDIGO,
MS5139106,bottom,0.9328,0.7454,188.7,733609,핀스트라이프 새틴 숏 팬츠 - 다크블루 / KC4235,
MS6251564,top,0.9353,0.8364,47.9,735527,프로 민소매 트레이닝 탑 M - 화이트:블랙 / IM4900-100,
MS6496880,bottom,0.9366,0.5287,67.2,736554,스퀘어넥 반팔 원피스 RMOWG26RT1,
MS6077337,bottom,0.938,0.4887,70.4,737679,이조 핀턱 셔링 드레스_3Colors,
MS6833248,bottom,0.9404,0.6429,156.8,739557,Op.09 OG-CLASSIC LOWRISE DENIM PANTS L/BLUE,
MS4651496,top,0.9457,0.6461,77.8,743744,우먼즈 리브드 멀티 스트라이프 슬림 티셔츠 [옐로우],
MS7080026,bottom,0.9459,0.717,176.2,743892,Wool Herringbone Wide Pants (Grey) TNPA6F102G2,
MS6305730,bottom,0.9469,0.8476,89.8,744668,지젤 저지 롱 스커트-올리브,
MS6858118,top,0.9479,0.7217,65.4,745497,아치 프레임 로고 티셔츠(3colors) NTS6026,
MS5848882,bottom,0.9595,0.7128,197.0,754596,치노 스커트 - 블랙 / HZ0847,
MS7084119,bottom,0.9597,0.7515,228.1,754709,소프트 데일리 이지 쇼츠 (네이비),
MS6939618,top,0.9602,0.7571,81.9,755154,짱구 닭살커플 반팔 티셔츠 2팩,
MS5126930,top,0.9621,0.569,132.1,756610,Summer vacation long sleeve tee_melange gray,
MS5875418,bottom,0.9649,0.5691,224.3,758811,브러쉬드 트윌 오버사이즈 파이어버드 트랙 팬츠 KT0695,
MS6907891,bottom,0.965,0.8681,171.2,758880,[후러브스아트 x 성진] 투턱 스트라이프 와이드 슬랙스 그레이,
MS4923732,top,0.9665,0.6323,229.8,760107,(WOMAN) Alphabet Chart T-Shirt (Black),
MS5908751,bottom,0.9668,0.8953,205.0,760302,Officer Semi Wide Pants DCPT069Brown,
MS7052093,bottom,0.967,0.8702,85.1,760467,이중핀턱 와이드핏 팬츠_RB32WPCM30Z,
MS3134729,bottom,0.9721,0.8204,202.1,764455,[쿨탠다드] 우먼즈 세미 벌룬 히든 밴딩 슬랙스 [그레이],
MS6590768,bottom,0.9802,0.8162,141.7,770839,코렌 폴딩 밴딩 롱 스커트,
MS6839271,top,0.9834,0.5485,216.3,773405,Girl Stress Nutrition 레이어드 롤업 반팔티셔츠 네이비,
MS7084116,bottom,0.9918,0.7308,230.8,779995,소프트 데일리 이지 쇼츠 (블랙),
MS7079534,bottom,0.9973,0.6115,205.3,784276,Aster Check Shirring Midi Skirt - Brown,
MS5139220,bottom,1.0039,0.5358,48.0,789515,Sheerglow Dress - 3COL,
MS6849602,top,1.0057,0.6778,120.3,790952,스폰지밥 호러에디션 반팔 티셔츠,
MS7084115,bottom,1.0148,0.7491,75.6,798109,소프트 데일리 이지 쇼츠 (그레이),
MS7084120,bottom,1.0159,0.7499,199.3,798948,소프트 데일리 이지 쇼츠 (브라운),
MS6956821,top,1.0174,0.6888,85.2,800138,우먼즈 RN 슬림 타이 핏 반소매 블라우스 [라이트 웜 그레이],
MS6772275,bottom,1.0225,0.6628,73.4,804138,Crystal Line Henley Skater Mini Dress (Cloud Soda),
MS7081535,bottom,1.0251,0.8031,231.1,806180,(여성) Jersey Easy Pants (SET UP) G5PAW26004BKX,
MS7084111,bottom,1.0286,0.7318,33.6,808885,소프트 데일리 이지 쇼츠 (오트밀),
MS6959662,bottom,1.0361,0.8331,194.7,814795,에르미나 A라인 미니 스커트 BROWN,
MS7066690,top,1.0378,0.7522,43.9,816124,제이티케이 피케 폴로 롱 슬리브 (남성),
MS7080556,bottom,1.0476,0.7524,230.2,823865,Iris Lace Layer Skirt - Black,
MS6914751,bottom,1.0492,0.8059,190.1,825113,카고 카프리 팬츠_MIWTHG90SS,
MS5930121,bottom,1.0508,0.6884,225.2,826419,나일론 롱 스커트_MIWWHG410C,
MS6967662,bottom,1.0533,0.7894,175.7,828347,밸런스 스웻 스커트 BROWN,
MS6959660,bottom,1.0535,0.8244,191.6,828530,에르미나 A라인 미니 스커트 WINE,
MS4971043,top,1.0558,0.6447,49.3,830349,메이크 아트 반소매 티셔츠 - 화이트 / 1211532810,
MS5902772,bottom,1.0561,0.5871,216.0,830517,Asym Vintage Cargo Pants (Washed Black),
MS6967658,bottom,1.0593,0.7881,67.6,833079,밸런스 스웻 스커트 PINK,
MS6834026,bottom,1.0606,0.8759,126.5,834054,데님 디테일 와이드 스웨트 팬츠 [미디엄 그레이],
MS6832466,top,1.0627,0.7461,209.0,835729,ESSENTIAL CASH BLEND HENLEY NECK KNIT_NAVY,
MS6262131,bottom,1.0655,0.739,232.1,837973,14 WIDE TRACK PANTS BLACK,
MS6876277,top,1.0726,0.7556,227.4,843563,고딕 크로스 자수 버튼 탱크탑_블랙,
MS6778715,top,1.0773,0.6827,24.0,847245,PPG SHOOTING STAR TEE WHITE,
MS6777736,top,1.0803,0.6168,161.9,849602,[SSG랜더스 컬래버] 피그먼트 다이드 베이스볼 셔츠 [차콜 그레이],
MS6967661,bottom,1.0823,0.7978,46.3,851120,밸런스 스웻 스커트 MELANGE GREY,
MS6968705,top,1.0863,0.6866,53.0,854292,포니 레터링 슬림 세미 크롭티 (레몬),
MS6977542,top,1.1052,0.7928,109.2,869132,신병 X 무신사 짬타 캐릭터 쿠션,
MS6901447,bottom,1.1101,0.8633,138.6,873023,폴딩 트윌 아일렛 트레이닝 롱팬츠 그레이,
MS6694169,top,1.1155,0.6396,210.1,877254,소프트 거즈 레이어드 오버핏 긴팔 티셔츠,
MS6596166,top,1.1192,0.7061,101.0,880199,우먼즈 더블 니트 칼라드 스웨트셔츠 [미디엄 그레이],
MS7081545,bottom,1.1217,0.7757,230.2,882178,린넨 스트링 하프 밴딩 팬츠 (블랙),
MS4996374,top,1.1268,0.5604,223.0,886190,베아 브라 - 블랙 / 1803003ZY003FN401,
MS7052042,bottom,1.1286,0.9198,222.0,887544,허리배색 와이드팬츠_RB43WPAM06Z,
MS6879053,bottom,1.1321,0.761,204.8,890284,Dirty Waxed Denim Pants (Black),
MS6879483,top,1.151,0.5518,222.2,905203,Slant Cut Hooded Long Sleeve (Black),
MS6879478,top,1.1519,0.5519,48.8,905892,Slant Cut Hooded Long Sleeve (Light Gray),
MS6948430,bottom,1.152,0.8677,212.0,905968,멀티 카고 세미 와이드 코튼 팬츠_3color,
MS6879597,top,1.1541,0.5803,208.6,907616,Bleach Washed Hooded Long Sleeve (Navy),
MS3138552,bottom,1.1578,0.8662,172.6,910492,TR 세미와이드 팬츠_3 COLOR,
MS6842592,top,1.1588,0.7829,150.9,911318,민소매 티셔츠 M - 카모 그린:라이트 아미 / IM6145-303,
MS6928699,bottom,1.1636,0.7526,139.8,915067,썸머 마이크로 미니 데님 쇼츠 (샌드블루),
MS4062254,bottom,1.1708,0.9321,219.6,920735,COOL 써머 와이드 팬츠 2종,
MS6879595,top,1.1763,0.5815,191.9,925072,Bleach Washed Hooded Long Sleeve (Olive),
MS6781113,top,1.1779,0.7767,226.2,926361,민소매 티셔츠 M - 블랙:하이퍼 핑크 / IM6145-011,
MS7000076,bottom,1.1904,0.8387,196.1,936157,체터 아일렛 투웨이 와이드 밴딩 팬츠_차콜,
MS6686120,top,1.1926,0.7863,37.2,937899,스포츠웨어 탱크 탑 M - 오프 화이트 / IM3820-101,
MS6879067,bottom,1.2088,0.8211,222.5,950645,Glazed Wax Denim Pants (Indigo),
MS6834509,top,1.2098,0.6572,199.1,951399,[SET-UP] 럭비 트랙 오버핏 메시 하프 셋업_3color,
MS6675205,top,1.2253,0.6591,33.4,963603,하트 아이디 마일로 포토 티셔츠(W) WHITE,
MS6778769,top,1.2399,0.6752,43.3,975103,PPG VINTAGE CARTOON TEE WHITE,
